"(2,630) Pages limit","Details","Referrer"
"rss/topic/why-was-england-kneeling-in-soccer-match-with-us-today","","topic/why-was-england-kneeling-in-soccer-match-with-us-today"
"rss/topic/why-is-england-a-team","","topic/why-is-england-a-team"
"rss/topic/how-come-england-couldnt-simply-devour-a-team-like-the-us","","topic/how-come-england-couldnt-simply-devour-a-team-like-the-us"
"rss/topic/england-vs-usa-world-cup-2022-official-match-thread","","topic/england-vs-usa-world-cup-2022-official-match-thread"
"rss/topic/us-dominates-engerland","","topic/us-dominates-engerland"
"rss/topic/i-was-the-op-of-most-of-the-ejmr-official-threads-for-wc-matches-in-2014","","topic/i-was-the-op-of-most-of-the-ejmr-official-threads-for-wc-matches-in-2014"
"rss/topic/senegal-spanked-qatar","","topic/senegal-spanked-qatar"
"rss/topic/iran-arrests-soccer%e2%80%99s-voria-ghafouri-amid-scrutiny-of-world-cup-team","","topic/iran-arrests-soccer%e2%80%99s-voria-ghafouri-amid-scrutiny-of-world-cup-team"
"rss/topic/its-funny-how-qatar-hasnt-yet-figured-out-how-to-fix-its-world-cup-image","","topic/its-funny-how-qatar-hasnt-yet-figured-out-how-to-fix-its-world-cup-image"
"topic/its-funny-how-qatar-hasnt-yet-figured-out-how-to-fix-its-world-cup-image/","","topic/its-funny-how-qatar-hasnt-yet-figured-out-how-to-fix-its-world-cup-image/page/2"
"rss/topic/what-is-the-best-recreational-drug-and-what-is-the-best-mix-of-them","","topic/what-is-the-best-recreational-drug-and-what-is-the-best-mix-of-them"
"topic/what-is-the-best-recreational-drug-and-what-is-the-best-mix-of-them/","","topic/what-is-the-best-recreational-drug-and-what-is-the-best-mix-of-them/page/2"
"rss/topic/cristiano-ronaldo-is-the-first-player-to-score-in-5-world-cups","","topic/cristiano-ronaldo-is-the-first-player-to-score-in-5-world-cups"
"rss/topic/asian-vs-african-countries-in-soccer","","topic/asian-vs-african-countries-in-soccer"
"rss/topic/south-korea-vs-uruguay","","topic/south-korea-vs-uruguay"
"rss/topic/lionel-messi-vs-cristiano-ronaldo","","topic/lionel-messi-vs-cristiano-ronaldo"
"rss/topic/so-many-goalless-draws","","topic/so-many-goalless-draws"
"rss/topic/why-does-uruguay-display-4-starts-in-their-jersey","","topic/why-does-uruguay-display-4-starts-in-their-jersey"
"rss/topic/qatar-doesnt-worship-homosexuals","","topic/qatar-doesnt-worship-homosexuals"
"rss/topic/nhl-having-trans-tournament-and-tweeting-trans-women-are-women","","topic/nhl-having-trans-tournament-and-tweeting-trans-women-are-women"
"rss/topic/are-japanese-people-crazy","","topic/are-japanese-people-crazy"
"rss/topic/japanese-spirit-never-fade-what-a-come-back","","topic/japanese-spirit-never-fade-what-a-come-back"
"rss/topic/why-is-china-bad-at-football","","topic/why-is-china-bad-at-football"
"rss/topic/which-country-in-the-world-cup-had-the-most-beautiful-women","","topic/which-country-in-the-world-cup-had-the-most-beautiful-women"
"rss/topic/as-an-economist-i-despise-soccer","","topic/as-an-economist-i-despise-soccer"
"rss/topic/ok-spain-is-playing-the-best-soccer-ive-seen","","topic/ok-spain-is-playing-the-best-soccer-ive-seen"
"rss/topic/belgium-canada","","topic/belgium-canada"
"rss/topic/germany-players-cover-mouths-in-team-photo-amid-armband-row","","topic/germany-players-cover-mouths-in-team-photo-amid-armband-row"
"rss/topic/its-been-11-hours-and-we-still-dont-know-the-name-of-the-walmart-manager","","topic/its-been-11-hours-and-we-still-dont-know-the-name-of-the-walmart-manager"
"rss/topic/spain-harasses-its-former-colony","","topic/spain-harasses-its-former-colony"
"rss/topic/american-sports-are-not-skill-based","","topic/american-sports-are-not-skill-based"
"topic/american-sports-are-not-skill-based/","","topic/american-sports-are-not-skill-based/page/2"
"rss/topic/john-e-eliot-on-fifa","","topic/john-e-eliot-on-fifa"
"rss/topic/lol-the-stadium-is-empty-for-spain-vs-costa-rica-match","","topic/lol-the-stadium-is-empty-for-spain-vs-costa-rica-match"
"rss/topic/saudi-arabia-and-japan-win-pattern","","topic/saudi-arabia-and-japan-win-pattern"
"rss/topic/the-traditional-powers-are-not-doing-well","","topic/the-traditional-powers-are-not-doing-well"
"rss/topic/germany-japan-game","","topic/germany-japan-game"
"topic/germany-japan-game/","","topic/germany-japan-game/page/2"
"topic/why-messi-can-never-grow-up-like","","forum/sport/page/7"
"topic/why-no-diversity-in-poland-team","","forum/sport/page/7"
"topic/colorado-club-shooting-suspect-is-non-binary-attorneys-say","","forum/sport/page/7"
"topic/how-to-become-chad-1","","forum/sport/page/7"
"topic/not-exactly-a-straight-shooter","","forum/sport/page/7"
"topic/fifa-23-ratings-argentina-players-rated-78-to-91-saudi-58-73","","forum/sport/page/7"
"topic/ronaldo-manchester-united-split-up","","forum/sport/page/7"
"topic/canada-and-morocco-to-upset-croatia-and-belgium-tomorrow","","forum/sport/page/7"
"topic/why-is-ankara-attacking-kurds-in-syria-and-iraq","","forum/sport/page/7"
"topic/are-americans-good-at-balls-now","","forum/sport/page/7"
"topic/world-cup-champions-curse-consuming-the-french","","forum/sport/page/7"
"topic/france-vs-australia-this-is-the-most-yuropeans-ive-seen-in-a-french-team","","forum/sport/page/7"
"topic/why-did-qatar-start-the-match-vs-ecuador-before-the-countdown-ended","","forum/sport/page/7"
"topic/cristiano-ronaldo-is-100-a-free-agent","","forum/sport/page/7"
"topic/mexico-goalkeeper-comes-out-of-ashes-after-4-years-stopping-lewandowski-penalty","","forum/sport/page/7"
"topic/why-are-middle-eastern-teams-losing-so-horribly-at-the-world-cup","","forum/sport/page/7"
"topic/its-the-arab-boys-day-today-defeated-argentina-and-drew-with-denmark","","forum/sport/page/7"
"topic/where-is-the-guy-that-predicted-argentina","","forum/sport/page/7"
"topic/saudis-wreck-argentina-at-world-cup-in-groups","","forum/sport/page/7"
"topic/i-have-the-bjc-ask-me-anything","","forum/sport/page/7"
"topic/how-much-can-you-overhead-press-barbell","","forum/sport/page/7"
"topic/what-is-a-bush-bunny","","forum/sport/page/7"
"topic/usa-coach-put-mls-player-with-2-torn-acls-over-starting-dortmund-player","","forum/sport/page/7"
"topic/usa-vs-wales-game-is-boring-af","","forum/sport/page/7"
"topic/usa-vs-wales-game-is-boring-af/page/2","","forum/sport/page/7"
"topic/why-isnt-handball-more-popular","","forum/sport/page/7"
"topic/british-fans-are-the-best","","forum/sport/page/7"
"topic/hundreds-of-sheep-walk-in-a-circle-for-over-10-days-in-n-chinas-inner-m0ng0iia","","forum/sport/page/7"
"topic/why-are-the-dutch-parking-the-bus-against-the-senegalese","","forum/sport/page/7"
"topic/nyt-fifa-threatens-team-captains-with-yellow-card-if-they-wear-rainbow-armbands","","forum/sport/page/7"
"topic/nyt-fifa-threatens-team-captains-with-yellow-card-if-they-wear-rainbow-armbands/page/2","","forum/sport/page/7"
"topic/no-way-ecuador-took-qatari-bribe-because-theyd-be-murdered-at-home-if-taken","","forum/sport/page/7"
"topic/iran-england-world-cup","","forum/sport/page/7"
"topic/can-we-all-agree-that-qatar-is-a-backwater-tish-hole","","forum/sport/page/7"
"topic/kanye-elon-trump-hanging-out","","forum/sport/page/7"
"topic/a-typology-of-supreme-court-justices","","forum/sport/page/7"
"topic/is-harley-dean-the-greatest-blk-corn-star-ever","","forum/sport/page/7"
"forum/sport/page/8","","forum/sport/page/7"
"topic/latex-practice-thread/page/7","","topic/latex-practice-thread/page/6"
"topic/latex-practice-thread/page/37","","topic/latex-practice-thread/page/38"
"rss/topic/chinese-profs-should-issue-statement-denouncing-ccp-going-after-demonstrators","","topic/chinese-profs-should-issue-statement-denouncing-ccp-going-after-demonstrators"
"rss/topic/tobacco-bad-vaping-bad-marijuana-good-for-some-strange-reason-1","","topic/tobacco-bad-vaping-bad-marijuana-good-for-some-strange-reason-1"
"rss/topic/local-chinese-profs-issued-a-statement-denouncing-protests-supporting-ccp","","topic/local-chinese-profs-issued-a-statement-denouncing-protests-supporting-ccp"
"rss/topic/chinese-protesters-overturn-vehicle-trash-covid-site-as-chaos-builds","","topic/chinese-protesters-overturn-vehicle-trash-covid-site-as-chaos-builds"
"rss/topic/third-cryptocurrency-entrepreneur-to-die-unexpectedly","","topic/third-cryptocurrency-entrepreneur-to-die-unexpectedly"
"rss/topic/stenciling-my-floors-over-the-weekend","","topic/stenciling-my-floors-over-the-weekend"
"rss/topic/non-binary-nuclear-official-charged-with-stealing-woman%e2%80%99s-23k-luggage","","topic/non-binary-nuclear-official-charged-with-stealing-woman%e2%80%99s-23k-luggage"
"rss/topic/elon-musk-brought-2-year-old-son-to-tense-meetings-in-twitter-offices-report","","topic/elon-musk-brought-2-year-old-son-to-tense-meetings-in-twitter-offices-report"
"rss/topic/littlebizzy-saving-wordpress-from-the-sharks","","topic/littlebizzy-saving-wordpress-from-the-sharks"
"topic/littlebizzy-saving-wordpress-from-the-sharks/","","topic/littlebizzy-saving-wordpress-from-the-sharks/page/2"
"rss/topic/portland-store-shuts-down-due-to-rampant-crime","","topic/portland-store-shuts-down-due-to-rampant-crime"
"rss/topic/wapo-even-phone-calls-are-rxist-now","","topic/wapo-even-phone-calls-are-rxist-now"
"rss/topic/wapo-america%e2%80%99s-homicide-rate-has-surged-focus-on-victims-not-perps","","topic/wapo-america%e2%80%99s-homicide-rate-has-surged-focus-on-victims-not-perps"
"rss/topic/canadian-woman-found-executed-in-playa-del-carmen-mexico","","topic/canadian-woman-found-executed-in-playa-del-carmen-mexico"
"rss/topic/elon-musk-reveals-apple-is-the-latest-company-to-desert-twitter-","","topic/elon-musk-reveals-apple-is-the-latest-company-to-desert-twitter-"
"rss/topic/houston-under-boil-water-order-schools-to-close-after-system-failure","","topic/houston-under-boil-water-order-schools-to-close-after-system-failure"
"rss/topic/canada-mnt-atiba-hutchinson-uses-tampon-for-bloody-nose-midgame","","topic/canada-mnt-atiba-hutchinson-uses-tampon-for-bloody-nose-midgame"
"rss/topic/cryptocurrency-co-founder-tiantian-kullander-dies-unexpectedly-aged-30-","","topic/cryptocurrency-co-founder-tiantian-kullander-dies-unexpectedly-aged-30-"
"rss/topic/em-apple-has-also-threatened-to-withhold-twitter-from-its-app-store","","topic/em-apple-has-also-threatened-to-withhold-twitter-from-its-app-store"
"rss/topic/kyiv-school-of-economics-is-in-trouble","","topic/kyiv-school-of-economics-is-in-trouble"
"topic/kyiv-school-of-economics-is-in-trouble/","","topic/kyiv-school-of-economics-is-in-trouble/page/2"
"rss/topic/rip-vladimir-makei","","topic/rip-vladimir-makei"
"rss/topic/houston-schools-closed-because-of-citywide-boil-water-notice","","topic/houston-schools-closed-because-of-citywide-boil-water-notice"
"rss/topic/washingtons-rules-of-civility-and-decent-behaviour-should-be-mandatory","","topic/washingtons-rules-of-civility-and-decent-behaviour-should-be-mandatory"
"rss/topic/i-have-been-upset-all-day-today","","topic/i-have-been-upset-all-day-today"
"rss/topic/musk-drinks-caffeine-free-diet-coke","","topic/musk-drinks-caffeine-free-diet-coke"
"rss/topic/moscow-police-department-has-received-78-calls-for-%e2%80%9cunusual-circumstances%e2%80%9d","","topic/moscow-police-department-has-received-78-calls-for-%e2%80%9cunusual-circumstances%e2%80%9d"
"rss/topic/what-is-littlebizzy-and-why-are-ppl-complaining-about-it","","topic/what-is-littlebizzy-and-why-are-ppl-complaining-about-it"
"topic/what-is-littlebizzy-and-why-are-ppl-complaining-about-it/","","topic/what-is-littlebizzy-and-why-are-ppl-complaining-about-it/page/2"
"rss/topic/hub-banking-in-r","","topic/hub-banking-in-r"
"rss/topic/crypto-founder-unexpectedly-dead-at-30","","topic/crypto-founder-unexpectedly-dead-at-30"
"rss/topic/st-louis-mayor-tishaura-jones-quits-twitter-over-elon-musk%e2%80%99s-ferguson-tweet","","topic/st-louis-mayor-tishaura-jones-quits-twitter-over-elon-musk%e2%80%99s-ferguson-tweet"
"rss/topic/how-can-i-run-my-own-llm-for-econ-research","","topic/how-can-i-run-my-own-llm-for-econ-research"
"rss/topic/columbia-bs-professor-sheena-iyengar-accused-of-gender-discrimination","","topic/columbia-bs-professor-sheena-iyengar-accused-of-gender-discrimination"
"rss/topic/china-is-the-new-us-1","","topic/china-is-the-new-us-1"
"rss/topic/a-new-york-story-1","","topic/a-new-york-story-1"
"rss/topic/nytimes-we-need-to-talk-about-how-good-ai-is-getting","","topic/nytimes-we-need-to-talk-about-how-good-ai-is-getting"
"topic/nytimes-we-need-to-talk-about-how-good-ai-is-getting/","","topic/nytimes-we-need-to-talk-about-how-good-ai-is-getting/page/2"
"rss/topic/reality-check-on-the-shortage-of-academically-qualified-black-high-school-studen","","topic/reality-check-on-the-shortage-of-academically-qualified-black-high-school-studen"
"topic/morocco-dominates-belgium","","forum/technology/page/7"
"topic/number-of-handgun-owners-carrying-daily-in-the-us-doubled-in-the-last-4-years","","forum/technology/page/7"
"topic/here%e2%80%99s-joey","","forum/technology/page/7"
"topic/washington-post-reporter-slams-her-own-paper-for-opposing-chinese-covid-lockdown","","forum/technology/page/7"
"topic/as-it-was-in-the-days-of-noah-so-it-will-be-at-the-coming-of-the-son-of-man","","forum/technology/page/7"
"topic/french-man-wins-right-to-not-be-%e2%80%98fun%e2%80%99-at-work","","forum/technology/page/7"
"topic/chinese-police-clash-with-thousands-protesting-draconian-covid-lockdowns","","forum/technology/page/7"
"topic/2-children-stabbed-to-death-in-bronx-apartment","","forum/technology/page/7"
"topic/elon-to-start-ephone-incase-applegoogle-removes-twitter-app","","forum/technology/page/7"
"topic/irs-has-stated-that-americans-must-report-payments-on-venmo-paypal-over-600","","forum/technology/page/7"
"topic/black-friday-story","","forum/technology/page/7"
"topic/white-privilege-is-real-1","","forum/technology/page/7"
"topic/amazon-firing-human-recruiters-and-replacing-them-with-ai-algorithms","","forum/technology/page/7"
"topic/irene-cara-dead-at-63","","forum/technology/page/7"
"topic/lion-king%e2%80%99-interpreter-fired-for-being-white-settles-case-after-backlash","","forum/technology/page/7"
"topic/post-floyd-murders-surged-50-in-two-years","","forum/technology/page/7"
"topic/eu-accuses-us-of-profiteering-from-ukraine-war-through-sales-of-guns-and-gas","","forum/technology/page/7"
"topic/vaccinated-people-now-make-up-a-majority-of-covid-deaths","","forum/technology/page/7"
"topic/vaccinated-people-now-make-up-a-majority-of-covid-deaths/page/2","","forum/technology/page/7"
"topic/i-can-tell-hes-not-non-binary-hes-a-man","","forum/technology/page/7"
"topic/the-netflix-look","","forum/technology/page/7"
"topic/ive-been-crying-and-literally-shaking-since-t-bone-was-unsuspended","","forum/technology/page/7"
"topic/the-black-hebrew-israelites-and-the-nation-of-islam","","forum/technology/page/7"
"topic/walmart-gunman-andre-bing%e2%80%99s-%e2%80%98death-note%e2%80%99-revealed","","forum/technology/page/7"
"topic/research-birth-control-can-make-you-a-lesbian","","forum/technology/page/7"
"topic/welcome-the-new-trend-in-ug-fashion","","forum/technology/page/7"
"topic/ian-miles-cheong-all-dissent-is-quashed-musk-accurate","","forum/technology/page/7"
"topic/activists-warn-lives-at-risk-over-elon-musks-amnesty-plans-for-suspended-twitte","","forum/technology/page/7"
"topic/mrbeast-surpasses-pewdiepie-as-the-most-followed-individual-youtuber","","forum/technology/page/7"
"topic/ftx-was-a-scam-wasn%e2%80%99t-it","","forum/technology/page/7"
"topic/campus-panda-express-is-open-today","","forum/technology/page/7"
"topic/musk-will-reveal-all-secret-documents-about-ban-to-hunter-laptop-story","","forum/technology/page/7"
"topic/stanford-student-death","","forum/technology/page/7"
"topic/stanford-student-death/page/2","","forum/technology/page/7"
"topic/the-death-of-a-campus-beauty","","forum/technology/page/7"
"topic/chad-meets-girl-they-hire-melvin-to-do-the-coding-chadgirl-billionaires","","forum/technology/page/7"
"topic/chad-meets-girl-they-hire-melvin-to-do-the-coding-chadgirl-billionaires/page/2","","forum/technology/page/7"
"topic/andre-bing-left-a-manifesto-on-his-phone","","forum/technology/page/7"
"forum/technology/page/8","","forum/technology/page/7"
"rss/topic/do-you-think-megyn-kelly-is-attractive","","topic/do-you-think-megyn-kelly-is-attractive"
"topic/do-you-think-megyn-kelly-is-attractive/","","topic/do-you-think-megyn-kelly-is-attractive/page/2"
"rss/topic/i-fap-to-my-female-coworker-pic","","topic/i-fap-to-my-female-coworker-pic"
"rss/topic/the-humanities-are-important-because-they-teach-students-how-to-think-critically","","topic/the-humanities-are-important-because-they-teach-students-how-to-think-critically"
"topic/the-humanities-are-important-because-they-teach-students-how-to-think-critically/","","topic/the-humanities-are-important-because-they-teach-students-how-to-think-critically/page/2"
"rss/topic/scale-of-1-10-jessa-duggar","","topic/scale-of-1-10-jessa-duggar"
"topic/scale-of-1-10-jessa-duggar/","","topic/scale-of-1-10-jessa-duggar/page/2"
"rss/topic/too-much-variation-in-iq-on-ejmr","","topic/too-much-variation-in-iq-on-ejmr"
"topic/too-much-variation-in-iq-on-ejmr/","","topic/too-much-variation-in-iq-on-ejmr/page/2"
"rss/topic/interesting-how-belgium-terror-hotbed-while-netherlands-peaceful","","topic/interesting-how-belgium-terror-hotbed-while-netherlands-peaceful"
"topic/interesting-how-belgium-terror-hotbed-while-netherlands-peaceful/","","topic/interesting-how-belgium-terror-hotbed-while-netherlands-peaceful/page/2"
"rss/topic/asiabro-is-good-at-math","","topic/asiabro-is-good-at-math"
"rss/topic/hi-there-new-guy-here-big-baijiu-fan-names-ren-qing","","topic/hi-there-new-guy-here-big-baijiu-fan-names-ren-qing"
"rss/topic/i-saw-you-on-tinder","","topic/i-saw-you-on-tinder"
"topic/i-saw-you-on-tinder/","","topic/i-saw-you-on-tinder/page/2"
"rss/topic/how-can-someone-be-a-diverse-person","","topic/how-can-someone-be-a-diverse-person"
"topic/how-can-someone-be-a-diverse-person/","","topic/how-can-someone-be-a-diverse-person/page/2"
"rss/topic/im-a-36-year-old-intern-ama","","topic/im-a-36-year-old-intern-ama"
"topic/im-a-36-year-old-intern-ama/","","topic/im-a-36-year-old-intern-ama/page/2"
"rss/topic/i-was-sure-i-was-flirt-texting-with-the-one-until-he-saw-me-on-instagram","","topic/i-was-sure-i-was-flirt-texting-with-the-one-until-he-saw-me-on-instagram"
"topic/i-was-sure-i-was-flirt-texting-with-the-one-until-he-saw-me-on-instagram/","","topic/i-was-sure-i-was-flirt-texting-with-the-one-until-he-saw-me-on-instagram/page/2"
"rss/topic/fapping-blinds-the-intellect","","topic/fapping-blinds-the-intellect"
"rss/topic/republican-platform-calls-p0rography-a-public-health-crisis","","topic/republican-platform-calls-p0rography-a-public-health-crisis"
"topic/republican-platform-calls-p0rography-a-public-health-crisis/","","topic/republican-platform-calls-p0rography-a-public-health-crisis/page/2"
"rss/topic/little-kid-has-more-game-than-any-one-who-has-visited-this-site-ever","","topic/little-kid-has-more-game-than-any-one-who-has-visited-this-site-ever"
"rss/topic/woody-harrelson-martys-wife-shocking","","topic/woody-harrelson-martys-wife-shocking"
"topic/woody-harrelson-martys-wife-shocking/","","topic/woody-harrelson-martys-wife-shocking/page/2"
"rss/topic/how-to-deal-with-wife-disrespecting-husbands-parents-and-relatives-in-american","","topic/how-to-deal-with-wife-disrespecting-husbands-parents-and-relatives-in-american"
